name,currency,sector,industry,market_cap,dscr,interest_coverage,debt_ebitda,current_ratio,dscr_score,interest_coverage_score,debt_ebitda_score,current_ratio_score,total_score,rating,risk_band,decision,reason_codes,ticker
Marvel Gold Limited,AUD,Basic Materials,Gold,22711346.0,,,,1.22,0,0,0,3,3.0,BBB,Medium,Unknown,Insufficient financial data to score (missing key line items/ratios).,MVL.AX
National Australia Bank Limited,AUD,Financial Services,Banks - Diversified,129586651136.0,,,,,0,0,0,0,,NR,Unknown,Unknown,Insufficient financial data to score (missing key line items/ratios).,NAB.AX
NAOS Ex-50 Opportunities Company Limited,AUD,Financial Services,Asset Management,32056314.0,,,,,0,0,0,0,,NR,Unknown,Unknown,Insufficient financial data to score (missing key line items/ratios).,NAC.AX
NAOS Emerging Opportunities Company Limited,AUD,Financial Services,Asset Management,31364830.0,,,,,0,0,0,0,,NR,Unknown,Unknown,Insufficient financial data to score (missing key line items/ratios).,NCC.AX
Nido Education Limited,AUD,Consumer Defensive,Education & Training Services,125997832.0,0.52,12.11,7.09,0.3,1,5,1,1,1.6,CCC,High,Decline,DSCR below 1.0x,NDO.AX
Newmont Corporation,AUD,Basic Materials,Gold,178499780608.0,1.74,13.21,1.19,1.63,4,5,4,4,4.15,AA,Low,Approve,,NEM.AX
Neuren Pharmaceuticals Limited,AUD,Healthcare,Biotechnology,2449208576.0,,,,8.73,0,0,0,5,5.0,AAA,Low,Unknown,Insufficient financial data to score (missing key line items/ratios).,NEU.AX
Neometals Ltd,AUD,Industrials,Waste Management,48540968.0,-38.24,-78.25,-0.26,9.92,1,1,5,5,3.0,BBB,Medium,Decline,DSCR below 1.0x; Interest coverage below 1.5x,NMT.AX
Norwood Systems Limited,AUD,Communication Services,Telecom Services,7922987.0,,,,0.21,0,0,0,1,1.0,CCC,High,Unknown,Insufficient financial data to score (missing key line items/ratios).,NOR.AX
NAOS Small Cap Opportunities Company Limited,AUD,Financial Services,Asset Management,51480504.0,,,,,0,0,0,0,,NR,Unknown,Unknown,Insufficient financial data to score (missing key line items/ratios).,NSC.AX
Northern Star Resources Limited,AUD,Basic Materials,Gold,39059075072.0,16.94,17.66,0.5,1.82,5,5,5,4,4.8,AAA,Low,Approve,,NST.AX
NTAW Holdings Limited,AUD,Consumer Cyclical,Auto Parts,38572752.0,-1.21,-5.26,-11.73,1.34,1,1,5,3,2.6,BB,Medium,Decline,DSCR below 1.0x; Interest coverage below 1.5x,NTD.AX
News Corporation,AUD,Communication Services,Entertainment,24755560448.0,6.97,,2.08,1.84,5,0,3,4,4.06,AA,Low,Approve,,NWS.AX
NZME Limited,AUD,Communication Services,Entertainment,201337904.0,0.17,-2.9,5.27,0.88,1,1,1,1,1.0,CCC,High,Decline,DSCR below 1.0x; Interest coverage below 1.5x,NZM.AX
Omni Bridgeway Limited,AUD,Financial Services,Credit Services,417940256.0,41.45,50.04,0.1,,5,5,5,0,5.0,AAA,Low,Approve,,OBL.AX
Otto Energy Limited,AUD,Energy,Oil & Gas E&P,19180040.0,-3.35,-3.52,,21.65,1,1,0,5,2.14,B,High,Decline,DSCR below 1.0x; Interest coverage below 1.5x,OEL.AX
Orion Equities Limited,AUD,Financial Services,Asset Management,2895107.0,,,,,0,0,0,0,,NR,Unknown,Unknown,Insufficient financial data to score (missing key line items/ratios).,OEQ.AX
Ophir Asset Management Pty Ltd - Ophir High Conviction Fund,AUD,Financial Services,Asset Management,707861632.0,,,,,0,0,0,0,,NR,Unknown,Unknown,Insufficient financial data to score (missing key line items/ratios).,OPH.AX
Origin Energy Limited,AUD,Utilities,Utilities - Diversified,19475662848.0,1.74,11.36,2.09,1.15,4,5,3,2,3.45,BBB,Medium,Review,Tight liquidity: Current ratio 1.15x,ORG.AX
Pacific Current Group Limited,AUD,Financial Services,Asset Management,308009984.0,,,,,0,0,0,0,,NR,Unknown,Unknown,Insufficient financial data to score (missing key line items/ratios).,PAC.AX
PLS Group Limited,AUD,Basic Materials,Other Industrial Metals & Mining,14075128832.0,0.17,-1.94,9.06,4.35,1,1,1,5,1.8,CCC,High,Decline,DSCR below 1.0x; Interest coverage below 1.5x,PLS.AX
Pro Medicus Limited,AUD,Healthcare,Health Information Services,23470000128.0,1462.08,,0.01,6.49,5,0,5,5,5.0,AAA,Low,Approve,,PME.AX
Prestal Holdings Limited,AUD,Consumer Defensive,Household & Personal Products,7841137.0,-9.12,-231.76,-0.0,12.54,1,1,5,5,3.0,BBB,Medium,Decline,DSCR below 1.0x; Interest coverage below 1.5x,PTL.AX
PEXA Group Limited,AUD,Technology,Software - Application,2424265216.0,1.11,-1.0,3.9,1.24,2,1,2,3,2.05,B,High,Decline,Interest coverage below 1.5x,PXA.AX
Qantas Airways Limited,AUD,Industrials,Airlines,15548121088.0,9.49,9.63,1.75,0.36,5,5,4,1,3.9,A,Low,Approve,,QAN.AX
QBE Insurance Group Limited,AUD,Financial Services,Insurance - Property & Casualty,29675368448.0,,11.14,,,0,5,0,0,5.0,AAA,Low,Unknown,Insufficient financial data to score (missing key line items/ratios).,QBE.AX
QuickFee Limited,AUD,Technology,Software - Infrastructure,28132906.0,-0.02,-4.38,-54.38,1.05,1,1,5,2,2.4,B,High,Decline,DSCR below 1.0x; Interest coverage below 1.5x,QFE.AX
Queste Communications Ltd,AUD,Financial Services,Asset Management,1516051.0,24159.44,24155.35,,2.51,5,5,0,5,5.0,AAA,Low,Approve,,QUE.AX
Range International Limited,AUD,Basic Materials,Specialty Chemicals,5355341.0,-123.26,,,1.3,1,0,0,3,1.73,CCC,High,Decline,DSCR below 1.0x,RAN.AX
Rapid Critical Metals Limited,AUD,Basic Materials,Other Industrial Metals & Mining,83170344.0,-2.07,-2.36,-1.2,0.03,1,1,5,1,2.2,B,High,Decline,DSCR below 1.0x; Interest coverage below 1.5x,RCM.AX
REA Group Limited,AUD,Communication Services,Internet Content & Information,24295034880.0,3.39,86.18,0.07,2.14,5,5,5,5,5.0,AAA,Low,Approve,,REA.AX
RAM Essential Services Property Fund,AUD,Financial Services,Asset Management,295628448.0,-0.53,-15.22,-17.37,4.19,1,1,5,5,3.0,BBB,Medium,Decline,DSCR below 1.0x; Interest coverage below 1.5x,REP.AX
Retail Food Group Limited,AUD,Consumer Cyclical,Restaurants,94327640.0,-0.51,-2.56,-33.28,0.79,1,1,5,1,2.2,B,High,Decline,DSCR below 1.0x; Interest coverage below 1.5x,RFG.AX
Rio Tinto Group,AUD,Basic Materials,Other Industrial Metals & Mining,240264921088.0,7.87,10.59,0.6,1.63,5,5,5,4,4.8,AAA,Low,Approve,,RIO.AX
ResMed Inc.,AUD,Healthcare,Medical Instruments & Supplies,53000364032.0,48.08,,0.44,3.44,5,0,5,5,5.0,AAA,Low,Approve,,RMD.AX
RMA Global Limited,AUD,Communication Services,Internet Content & Information,30559256.0,-14.8,-40.27,-0.45,0.53,1,1,5,1,2.2,B,High,Decline,DSCR below 1.0x; Interest coverage below 1.5x,RMY.AX
RPM Automotive Group Limited,AUD,Consumer Cyclical,Auto Parts,14710831.0,3.32,4.12,3.31,1.39,5,4,3,3,3.85,A,Low,Approve,,RPM.AX
Rumble Resources Limited,AUD,Basic Materials,Other Industrial Metals & Mining,55362036.0,-1126.22,,-0.02,1.08,1,0,5,2,2.65,BB,Medium,Decline,DSCR below 1.0x,RTR.AX
South32 Limited,AUD,Basic Materials,Other Industrial Metals & Mining,16200003584.0,4.63,3.99,1.22,2.43,5,3,4,5,4.4,AA,Low,Approve,,S32.AX
Star Combo Pharma Limited,AUD,Consumer Defensive,Household & Personal Products,34446140.0,11.96,6.1,1.45,3.72,5,5,4,5,4.7,AAA,Low,Approve,,S66.AX
Scentre Group,AUD,Real Estate,REIT - Retail,21961117696.0,0.39,2.36,8.71,0.34,1,2,1,1,1.15,CCC,High,Decline,DSCR below 1.0x,SCG.AX
Senetas Corporation Limited,AUD,Technology,Software - Infrastructure,39619964.0,-41.89,-54.84,,,1,1,0,0,1.0,CCC,High,Decline,DSCR below 1.0x; Interest coverage below 1.5x,SEN.AX
Sequoia Financial Group Limited,AUD,Financial Services,Financial Conglomerates,34940116.0,44.21,555.35,0.43,2.59,5,5,5,5,5.0,AAA,Low,Approve,,SEQ.AX
Schaffer Corporation Limited,AUD,Consumer Cyclical,Auto Parts,272359808.0,6.53,13.75,1.87,2.04,5,5,4,5,4.7,AAA,Low,Approve,,SFC.AX
Sheffield Resources Limited,AUD,Basic Materials,Other Industrial Metals & Mining,26104802.0,-11024.0,-11024.0,,29.31,1,1,0,5,2.14,B,High,Decline,DSCR below 1.0x; Interest coverage below 1.5x,SFX.AX
SGH Limited,AUD,,,19019024384.0,0.49,3.76,3.44,1.47,1,3,3,3,2.3,B,High,Decline,DSCR below 1.0x,SGH.AX
Stockland,AUD,Real Estate,REIT - Diversified,14158746624.0,0.21,9.39,5.18,1.21,1,5,1,3,2.0,B,High,Decline,DSCR below 1.0x,SGP.AX
Sonic Healthcare Limited,AUD,Healthcare,Diagnostics & Research,11130238976.0,0.88,7.33,3.07,1.17,1,5,3,2,2.4,B,High,Decline,DSCR below 1.0x,SHL.AX
Sigma Healthcare Limited,AUD,Healthcare,Medical Distribution,34101243904.0,0.31,23.45,2.49,1.71,1,5,3,4,2.8,BB,Medium,Decline,DSCR below 1.0x,SIG.AX
Stanmore Resources Limited,AUD,Basic Materials,Coking Coal,2154326016.0,1.61,5.14,0.96,1.14,4,5,5,2,4.05,AA,Low,Approve,,SMR.AX
Summerset Group Holdings Limited,AUD,Healthcare,Medical Care Facilities,2477263360.0,13.89,14.77,4.31,0.29,5,5,2,1,3.3,BBB,Medium,Review,High leverage: Debt/EBITDA 4.31x; Tight liquidity: Current ratio 0.29x,SNZ.AX
WHSP Holdings Limited,AUD,Financial Services,Capital Markets,13836674048.0,8.03,8.25,1.76,1.33,5,5,4,3,4.3,AA,Low,Approve,,SOL.AX
Spark New Zealand Limited,AUD,Communication Services,Telecom Services,3720063232.0,3.51,4.54,2.27,1.35,5,4,3,3,3.85,A,Low,Approve,,SPK.AX
Servcorp Limited,AUD,Real Estate,Real Estate Services,685041280.0,1.42,,2.47,0.83,3,0,3,1,2.53,BB,Medium,Decline,Tight liquidity: Current ratio 0.83x,SRV.AX
Santos Limited,AUD,Energy,Oil & Gas E&P,19681503232.0,4.02,8.11,1.82,1.32,5,5,4,3,4.3,AA,Low,Approve,,STO.AX
Step One Clothing Limited,AUD,Consumer Cyclical,Apparel Retail,60199472.0,1696.73,1666.27,,6.04,5,5,0,5,5.0,AAA,Low,Approve,,STP.AX
Suncorp Group Limited,AUD,Financial Services,Insurance - Property & Casualty,19168526336.0,,5.39,,,0,5,0,0,5.0,AAA,Low,Unknown,Insufficient financial data to score (missing key line items/ratios).,SUN.AX
Savannah Goldfields Limited,AUD,Basic Materials,Gold,36406812.0,-2.7,-4.16,-1.75,0.07,1,1,5,1,2.2,B,High,Decline,DSCR below 1.0x; Interest coverage below 1.5x,SVG.AX
Solvar Limited,AUD,Financial Services,Credit Services,334293056.0,0.32,1.86,5.99,2.25,1,2,1,5,1.95,CCC,High,Decline,DSCR below 1.0x,SVR.AX
360 Capital Mortgage REIT,AUD,Real Estate,REIT - Mortgage,52194932.0,,,,,0,0,0,0,,NR,Unknown,Unknown,Insufficient financial data to score (missing key line items/ratios).,TCF.AX
Transurban Group,AUD,Industrials,Infrastructure Operations,45180055552.0,0.5,1.12,9.72,0.59,1,1,1,1,1.0,CCC,High,Decline,DSCR below 1.0x; Interest coverage below 1.5x,TCL.AX
TerraCom Limited,AUD,Energy,Thermal Coal,53664740.0,-2.58,-6.78,-0.43,0.63,1,1,5,1,2.2,B,High,Decline,DSCR below 1.0x; Interest coverage below 1.5x,TER.AX
Tian An Australia Limited,AUD,Real Estate,Real Estate - Development,29447004.0,0.47,1.26,64.12,1.89,1,1,1,4,1.6,CCC,High,Decline,DSCR below 1.0x; Interest coverage below 1.5x,TIA.AX
Telstra Group Limited,AUD,Communication Services,Telecom Services,54473900032.0,1.28,6.35,2.1,0.56,3,5,3,1,2.9,BB,Medium,Review,Tight liquidity: Current ratio 0.56x,TLS.AX
Telix Pharmaceuticals Limited,AUD,Healthcare,Biotechnology,3956443136.0,2.41,2.54,6.28,4.46,5,3,1,5,3.5,A,Low,Approve,,TLX.AX
TPC Consolidated Limited,AUD,Utilities,Utilities - Diversified,68851152.0,0.22,2.21,3.39,1.67,1,2,3,4,2.35,B,High,Decline,DSCR below 1.0x,TPC.AX
TPG Telecom Limited,AUD,Communication Services,Telecom Services,7508587520.0,1.16,-24.17,4.7,0.72,2,1,2,1,1.65,CCC,High,Decline,Interest coverage below 1.5x,TPG.AX
Treasury Wine Estates Limited,AUD,Consumer Defensive,Beverages - Wineries & Distilleries,4416681472.0,2.16,3.67,2.14,2.02,5,3,3,5,4.1,AA,Low,Approve,,TWE.AX
Tower Limited,AUD,Financial Services,Insurance - Property & Casualty,597753344.0,,41.57,,,0,5,0,0,5.0,AAA,Low,Unknown,Insufficient financial data to score (missing key line items/ratios).,TWR.AX
VBXLIMITED FPO [VBX],AUD,Basic Materials,Aluminum,39890580.0,,,,,0,0,0,0,,NR,Unknown,Unknown,Insufficient financial data to score (missing key line items/ratios).,VBX.AX
Vintage Energy Limited,AUD,Energy,Oil & Gas E&P,8347655.0,-0.63,-1.33,-6.39,0.38,1,1,5,1,2.2,B,High,Decline,DSCR below 1.0x; Interest coverage below 1.5x,VEN.AX
Virgin Australia Holdings Ltd,AUD,Industrials,Airlines,2725236736.0,4.05,2.14,,0.45,5,2,0,1,3.21,BBB,Medium,Review,Low interest cover: ICR 2.14x; Tight liquidity: Current ratio 0.45x,VGN.AX
Vitura Health Limited,AUD,Healthcare,Drug Manufacturers - Specialty & Generic,39101768.0,2.65,6.49,1.53,1.37,5,5,4,3,4.3,AA,Low,Approve,,VIT.AX
Vita Life Sciences Limited,AUD,Healthcare,Drug Manufacturers - Specialty & Generic,138735696.0,57.32,61.48,0.04,3.06,5,5,5,5,5.0,AAA,Low,Approve,,VLS.AX
Vmoto Limited,AUD,Consumer Cyclical,Recreational Vehicles,27198318.0,0.39,-0.22,6.85,2.47,1,1,1,5,1.8,CCC,High,Decline,DSCR below 1.0x; Interest coverage below 1.5x,VMT.AX
WAM Capital Limited,AUD,Financial Services,Asset Management,2020595456.0,,,,,0,0,0,0,,NR,Unknown,Unknown,Insufficient financial data to score (missing key line items/ratios).,WAM.AX
Waterco Limited,AUD,Industrials,Pollution & Treatment Controls,178632800.0,2.47,4.74,2.95,3.08,5,4,3,5,4.25,AA,Low,Approve,,WAT.AX
Westpac Banking Corporation,AUD,Financial Services,Banks - Diversified,133077803008.0,,,,,0,0,0,0,,NR,Unknown,Unknown,Insufficient financial data to score (missing key line items/ratios).,WBC.AX
Weebit Nano Limited,AUD,Technology,Semiconductors,1136315008.0,-1556.93,,-0.01,14.34,1,0,5,5,3.35,BBB,Medium,Decline,DSCR below 1.0x,WBT.AX
Woodside Energy Group Ltd,AUD,Energy,Oil & Gas E&P,43991457792.0,12.1,14.04,1.23,1.29,5,5,4,3,4.3,AA,Low,Approve,,WDS.AX
Wesfarmers Limited,AUD,Consumer Cyclical,Home Improvement Retail,92979650560.0,4.4,26.82,1.85,1.19,5,5,4,2,4.1,AA,Low,Approve,,WES.AX
Whitehaven Coal Limited,AUD,Energy,Thermal Coal,6433492992.0,3.45,2.6,0.96,1.12,5,3,5,2,4.1,AA,Low,Approve,,WHC.AX
Wellnex Life Limited,AUD,Consumer Defensive,Packaged Foods,6435904.0,-1.22,-5.15,-0.92,0.35,1,1,5,1,2.2,B,High,Decline,DSCR below 1.0x; Interest coverage below 1.5x,WNX.AX
Woolworths Group Limited,AUD,Consumer Defensive,Grocery Stores,35805073408.0,2.04,6.7,3.81,0.57,5,5,2,1,3.3,BBB,Medium,Review,High leverage: Debt/EBITDA 3.81x; Tight liquidity: Current ratio 0.57x,WOW.AX
WiseTech Global Limited,AUD,Technology,Software - Application,22863622144.0,0.86,24.21,0.25,1.02,1,5,5,2,3.0,BBB,Medium,Decline,DSCR below 1.0x,WTC.AX
WT Financial Group Limited,AUD,Financial Services,Asset Management,47906012.0,4.94,6.3,1.19,1.18,5,5,4,2,4.1,AA,Low,Approve,,WTL.AX
Wiseway Group Limited,AUD,Industrials,Integrated Freight & Logistics,37804832.0,3.78,5.66,2.86,1.31,5,5,3,3,4.0,AA,Low,Approve,,WWG.AX
X2M Connect Limited,AUD,Technology,Scientific & Technical Instruments,9118240.0,-1.21,-5.71,-1.25,0.8,1,1,5,1,2.2,B,High,Decline,DSCR below 1.0x; Interest coverage below 1.5x,X2M.AX
Xero Limited,AUD,Technology,Software - Application,19607083008.0,0.18,3.97,1.74,1.24,1,3,4,3,2.6,BB,Medium,Decline,DSCR below 1.0x,XRO.AX
"Block, Inc.",AUD,Technology,Software - Infrastructure,61140103168.0,1.55,,3.84,2.33,4,0,2,5,3.53,A,Low,Approve,,XYZ.AX
Yancoal Australia Ltd,AUD,Energy,Thermal Coal,6516368384.0,67.49,55.48,0.05,2.87,5,5,5,5,5.0,AAA,Low,Approve,,YAL.AX
